Titulo do Projeto;ID Issue;ID Pergunta;Titulo;Respondida;Respostas;Data da criação;Link;Tags
scikit-learn/scikit-learn;65;49944878;Tkinter Callback Exception: matplotlib animation;True;2;2018-04-20 12:18:00;https://stackoverflow.com/questions/49944878/tkinter-callback-exception-matplotlib-animation;python, matplotlib, tkinter, pyserial;
scikit-learn/scikit-learn;65;60899535;“rasa x&quot; returns AttributeError;False;1;2020-03-28 06:46:44;https://stackoverflow.com/questions/60899535/rasa-x-returns-attributeerror;python, tensorflow2.0, rasa-nlu, rasa, rasa-x;
scikit-learn/scikit-learn;65;63640881;AttributeError: module &#39;django.db.models&#39; has no attribute &#39;JSONField&#39;;False;2;2020-08-28 18:08:11;https://stackoverflow.com/questions/63640881/attributeerror-module-django-db-models-has-no-attribute-jsonfield;azure, gunicorn, django-jsonfield, django-3.1, oryx;
scikit-learn/scikit-learn;65;36961323;Build errors when installing via setup.py;False;0;2016-04-30 20:26:19;https://stackoverflow.com/questions/36961323/build-errors-when-installing-via-setup-py;python, ubuntu, pip;
scikit-learn/scikit-learn;65;37615222;Evaluation of an Regression Model with r&#178;;False;1;2016-06-03 10:06:18;https://stackoverflow.com/questions/37615222/evaluation-of-an-regression-model-with-r%c2%b2;python, machine-learning, nlp, scikit-learn, regression;
scikit-learn/scikit-learn;65;40667363;python - Transform data to numpy array for sklearn;True;1;2016-11-17 21:15:38;https://stackoverflow.com/questions/40667363/python-transform-data-to-numpy-array-for-sklearn;python, numpy, scikit-learn;
scikit-learn/scikit-learn;65;50842083;Openshift successfully download and collect but fails to build;False;0;2018-06-13 13:27:48;https://stackoverflow.com/questions/50842083/openshift-successfully-download-and-collect-but-fails-to-build;python, openshift;
scikit-learn/scikit-learn;65;51064366;Can&#39;t run MLflow web-based user interface;True;1;2018-06-27 10:42:34;https://stackoverflow.com/questions/51064366/cant-run-mlflow-web-based-user-interface;python, python-3.x, pip, mlflow;
scikit-learn/scikit-learn;65;52861108;Count python list duplicates based on function;False;0;2018-10-17 15:07:26;https://stackoverflow.com/questions/52861108/count-python-list-duplicates-based-on-function;python, string, list, dictionary, duplicates;
scikit-learn/scikit-learn;65;54814939;Dockerfile-dev vs Dockerdev-prod;False;0;2019-02-21 16:37:32;https://stackoverflow.com/questions/54814939/dockerfile-dev-vs-dockerdev-prod;docker, docker-compose, dockerfile, docker-machine;
scikit-learn/scikit-learn;65;55459174;Cannot reload sklearn after install new version;False;1;2019-04-01 12:57:49;https://stackoverflow.com/questions/55459174/cannot-reload-sklearn-after-install-new-version;python, scikit-learn;
scikit-learn/scikit-learn;65;59063793;AzureML Deployment with existing keras model (Computer Vision);False;0;2019-11-27 02:47:57;https://stackoverflow.com/questions/59063793/azureml-deployment-with-existing-keras-model-computer-vision;azure, deep-learning;
scikit-learn/scikit-learn;65;60926036;java.io.EOFException when calling pyspark.sql.GroupedData.apply();False;0;2020-03-30 04:42:48;https://stackoverflow.com/questions/60926036/java-io-eofexception-when-calling-pyspark-sql-groupeddata-apply;python, apache-spark, pyspark;
scikit-learn/scikit-learn;65;61464287;How to implement random search optimization for a MLPClassifier?;True;1;2020-04-27 14:02:59;https://stackoverflow.com/questions/61464287/how-to-implement-random-search-optimization-for-a-mlpclassifier;python, machine-learning, scikit-learn;
scikit-learn/scikit-learn;65;64639851;Failing to start FastAPI server, error in asyncpg;False;0;2020-11-02 01:37:44;https://stackoverflow.com/questions/64639851/failing-to-start-fastapi-server-error-in-asyncpg;docker, python-asyncio, fastapi, asyncpg, tortoise-orm;
scikit-learn/scikit-learn;66;32105302;Dimension reduction with t-SNE;True;1;2015-08-19 17:42:37;https://stackoverflow.com/questions/32105302/dimension-reduction-with-t-sne;python, scikit-learn;
scikit-learn/scikit-learn;66;30547931;Package (Python PIL/Pillow) installed but I can&#39;t import it;True;3;2015-05-30 12:29:01;https://stackoverflow.com/questions/30547931/package-python-pil-pillow-installed-but-i-cant-import-it;python, package, pip, packages, pillow;
scikit-learn/scikit-learn;66;35440072;Jupyter Notebook load_ext signature;True;2;2016-02-16 15:14:04;https://stackoverflow.com/questions/35440072/jupyter-notebook-load-ext-signature;python, import, jupyter-notebook;
scikit-learn/scikit-learn;66;55629795;KeyError: &#39;collectstatic&#39; When deploying the Django application to pythonanywhere;True;2;2019-04-11 07:01:06;https://stackoverflow.com/questions/55629795/keyerror-collectstatic-when-deploying-the-django-application-to-pythonanywher;django, pythonanywhere;
scikit-learn/scikit-learn;66;46622227;How can I install Dlib in a Heroku python web app using requirements.txt?;False;2;2017-10-07 12:58:55;https://stackoverflow.com/questions/46622227/how-can-i-install-dlib-in-a-heroku-python-web-app-using-requirements-txt;python, opencv, heroku, boost, dlib;
scikit-learn/scikit-learn;66;38966075;How to restrict anaconda from upgrading the module being installed if its a higher level dependency;False;1;2016-08-16 00:11:39;https://stackoverflow.com/questions/38966075/how-to-restrict-anaconda-from-upgrading-the-module-being-installed-if-its-a-high;python, linux, python-2.7, anaconda, continuum;
scikit-learn/scikit-learn;66;57844233;UnsatisfiableError: The following specifications were found to be incompatible with each other:;True;1;2019-09-08 14:27:55;https://stackoverflow.com/questions/57844233/unsatisfiableerror-the-following-specifications-were-found-to-be-incompatible-w;anaconda, conda;
scikit-learn/scikit-learn;66;33161331;Requirements.txt invalid with conda/pip on elastic beanstalk;True;1;2015-10-15 22:54:01;https://stackoverflow.com/questions/33161331/requirements-txt-invalid-with-conda-pip-on-elastic-beanstalk;python, amazon-web-services;
scikit-learn/scikit-learn;66;59177264;creating endpoint for scikit learn model in AWS Sagemaker;False;1;2019-12-04 10:33:48;https://stackoverflow.com/questions/59177264/creating-endpoint-for-scikit-learn-model-in-aws-sagemaker;python, amazon-web-services, amazon-s3, scikit-learn, amazon-sagemaker;
scikit-learn/scikit-learn;66;47515255;Importing osgeo library in python fails;False;1;2017-11-27 13:11:33;https://stackoverflow.com/questions/47515255/importing-osgeo-library-in-python-fails;python, docker, conda, poppler, osgeo;
scikit-learn/scikit-learn;66;35133725;Finding out class from predict_proba?;False;1;2016-02-01 12:01:18;https://stackoverflow.com/questions/35133725/finding-out-class-from-predict-proba;python, scikit-learn;
scikit-learn/scikit-learn;66;64639851;Failing to start FastAPI server, error in asyncpg;False;0;2020-11-02 01:37:44;https://stackoverflow.com/questions/64639851/failing-to-start-fastapi-server-error-in-asyncpg;docker, python-asyncio, fastapi, asyncpg, tortoise-orm;
scikit-learn/scikit-learn;66;54814939;Dockerfile-dev vs Dockerdev-prod;False;0;2019-02-21 16:37:32;https://stackoverflow.com/questions/54814939/dockerfile-dev-vs-dockerdev-prod;docker, docker-compose, dockerfile, docker-machine;
scikit-learn/scikit-learn;66;59063793;AzureML Deployment with existing keras model (Computer Vision);False;0;2019-11-27 02:47:57;https://stackoverflow.com/questions/59063793/azureml-deployment-with-existing-keras-model-computer-vision;azure, deep-learning;
scikit-learn/scikit-learn;66;61464287;How to implement random search optimization for a MLPClassifier?;True;1;2020-04-27 14:02:59;https://stackoverflow.com/questions/61464287/how-to-implement-random-search-optimization-for-a-mlpclassifier;python, machine-learning, scikit-learn;
scikit-learn/scikit-learn;66;64663559;Colab failing to build environment from requirements.txt;False;0;2020-11-03 10:14:49;https://stackoverflow.com/questions/64663559/colab-failing-to-build-environment-from-requirements-txt;python, pip, google-colaboratory, requirements.txt;
scikit-learn/scikit-learn;66;63802563;Updating scikit-learn: &#39;SVC&#39; object has no attribute &#39;_probA&#39;?;True;1;2020-09-08 19:54:08;https://stackoverflow.com/questions/63802563/updating-scikit-learn-svc-object-has-no-attribute-proba;python, scikit-learn;
scikit-learn/scikit-learn;66;60687499;Command to update anaconda downgrade anaconda;False;0;2020-03-14 18:32:54;https://stackoverflow.com/questions/60687499/command-to-update-anaconda-downgrade-anaconda;python, anaconda, conda;
scikit-learn/scikit-learn;66;56510280;Pip install scikit-learn fails in virtualenv on Debian - Raspberry PI - Failed to build scikit-learn;True;1;2019-06-08 18:29:04;https://stackoverflow.com/questions/56510280/pip-install-scikit-learn-fails-in-virtualenv-on-debian-raspberry-pi-failed-t;python-3.x, scikit-learn, pip, virtualenv, raspberry-pi3;
scikit-learn/scikit-learn;66;53868734;Random Forest and Imbalance;False;0;2018-12-20 09:29:22;https://stackoverflow.com/questions/53868734/random-forest-and-imbalance;python, scikit-learn, classification, random-forest;
scikit-learn/scikit-learn;66;50873791;Heroku deployment succes but no module found;True;1;2018-06-15 07:31:28;https://stackoverflow.com/questions/50873791/heroku-deployment-succes-but-no-module-found;django, python-3.x, heroku, deployment;
scikit-learn/scikit-learn;66;47018006;Fitting a Support Vector Classifier in scikit-learn with image data produces error;True;1;2017-10-30 11:41:07;https://stackoverflow.com/questions/47018006/fitting-a-support-vector-classifier-in-scikit-learn-with-image-data-produces-err;machine-learning, scikit-learn, classification, svm, multilabel-classification;
scikit-learn/scikit-learn;66;15059384;Get wrong class prediction in svm when precision and recall is 1.00;False;1;2013-02-24 23:56:01;https://stackoverflow.com/questions/15059384/get-wrong-class-prediction-in-svm-when-precision-and-recall-is-1-00;python, scikit-learn, svm;
scikit-learn/scikit-learn;66;51736120;Own Implementation of Neural Networks in Python heavily under fitting the data;True;1;2018-08-07 19:11:03;https://stackoverflow.com/questions/51736120/own-implementation-of-neural-networks-in-python-heavily-under-fitting-the-data;python, numpy, machine-learning, neural-network, deep-learning;
scikit-learn/scikit-learn;73;32877365;scikit - random forest regressor - AttributeError: &#39;Thread&#39; object has no attribute &#39;_children&#39;;True;1;2015-09-30 20:50:37;https://stackoverflow.com/questions/32877365/scikit-random-forest-regressor-attributeerror-thread-object-has-no-attrib;python, flask, scikit-learn;
scikit-learn/scikit-learn;73;32316328;upgrading sklearn from 0.14.1 to 0.16.1 not working;True;1;2015-08-31 14:03:58;https://stackoverflow.com/questions/32316328/upgrading-sklearn-from-0-14-1-to-0-16-1-not-working;python, scikit-learn;
scikit-learn/scikit-learn;73;61069530;Command &quot;python setup.py egg_info&quot; failed with error code 1 in /tmp/pip-install-xaum7z8f/supervisor/;True;2;2020-04-06 18:52:05;https://stackoverflow.com/questions/61069530/command-python-setup-py-egg-info-failed-with-error-code-1-in-tmp-pip-install;python, django, linux, pip;
scikit-learn/scikit-learn;73;59457071;ContextualVersionConflict when importing guesslang package;False;0;2019-12-23 11:37:14;https://stackoverflow.com/questions/59457071/contextualversionconflict-when-importing-guesslang-package;python, import, python-import, conflicting-libraries;
scikit-learn/scikit-learn;73;57780983;Error when verifying tensorflow installed correctly;True;3;2019-09-04 00:08:11;https://stackoverflow.com/questions/57780983/error-when-verifying-tensorflow-installed-correctly;python-3.x, tensorflow, jupyter-notebook;
scikit-learn/scikit-learn;73;54506400;How to fix &quot;Could not install packages due to an EnvironmentError&quot; error while installing packages using pip where a file METADATA was not found?;False;0;2019-02-03 15:58:40;https://stackoverflow.com/questions/54506400/how-to-fix-could-not-install-packages-due-to-an-environmenterror-error-while-i;python, pip;
scikit-learn/scikit-learn;73;52412165;tensorflow pip and conda clash;True;1;2018-09-19 15:31:20;https://stackoverflow.com/questions/52412165/tensorflow-pip-and-conda-clash;python-3.x, tensorflow, pip, conda;
scikit-learn/scikit-learn;73;47018006;Fitting a Support Vector Classifier in scikit-learn with image data produces error;True;1;2017-10-30 11:41:07;https://stackoverflow.com/questions/47018006/fitting-a-support-vector-classifier-in-scikit-learn-with-image-data-produces-err;machine-learning, scikit-learn, classification, svm, multilabel-classification;
scikit-learn/scikit-learn;73;60687499;Command to update anaconda downgrade anaconda;False;0;2020-03-14 18:32:54;https://stackoverflow.com/questions/60687499/command-to-update-anaconda-downgrade-anaconda;python, anaconda, conda;
scikit-learn/scikit-learn;73;54814939;Dockerfile-dev vs Dockerdev-prod;False;0;2019-02-21 16:37:32;https://stackoverflow.com/questions/54814939/dockerfile-dev-vs-dockerdev-prod;docker, docker-compose, dockerfile, docker-machine;
scikit-learn/scikit-learn;73;64321812;Python Typeerror: All intermediate steps should be transformers and implement fit and transform;True;1;2020-10-12 13:36:23;https://stackoverflow.com/questions/64321812/python-typeerror-all-intermediate-steps-should-be-transformers-and-implement-fi;python, typeerror;
scikit-learn/scikit-learn;73;63440718;Scikit/Tensorflow Cross Validation: Can&#39;t pickle _thread.RLock objects;False;0;2020-08-16 15:43:25;https://stackoverflow.com/questions/63440718/scikit-tensorflow-cross-validation-cant-pickle-thread-rlock-objects;tensorflow, scikit-learn, lstm, recurrent-neural-network, cross-validation;
scikit-learn/scikit-learn;73;62382660;Numpy Error &quot;ValueError: Found array with dim 3. Estimator expected &lt;= 2.&quot;;True;1;2020-06-15 03:37:50;https://stackoverflow.com/questions/62382660/numpy-error-valueerror-found-array-with-dim-3-estimator-expected-2;python, python-3.x, pandas, numpy, scikit-learn;
scikit-learn/scikit-learn;73;59931431;How to properly combine a Keras sequential model with a scikit-learn OneVsRestClassifier multiclass/multilabel strategy;False;0;2020-01-27 09:43:46;https://stackoverflow.com/questions/59931431/how-to-properly-combine-a-keras-sequential-model-with-a-scikit-learn-onevsrestcl;python, tensorflow, machine-learning, keras, scikit-learn;
scikit-learn/scikit-learn;73;59068764;I got an &quot;import beyond top-level package&quot; when trying to import tensorflow;True;1;2019-11-27 08:06:06;https://stackoverflow.com/questions/59068764/i-got-an-import-beyond-top-level-package-when-trying-to-import-tensorflow;tensorflow, keras;
scikit-learn/scikit-learn;73;57082757;How do I create an anaconda configuration file (error parsing .yml file)?;False;0;2019-07-17 16:15:40;https://stackoverflow.com/questions/57082757/how-do-i-create-an-anaconda-configuration-file-error-parsing-yml-file;anaconda, yaml;
scikit-learn/scikit-learn;73;55912838;Unable to install tensorflow on Win10 - ImportError: DLL load failed;True;1;2019-04-29 22:36:25;https://stackoverflow.com/questions/55912838/unable-to-install-tensorflow-on-win10-importerror-dll-load-failed;python, tensorflow, keras, anaconda;
scikit-learn/scikit-learn;75;46010617;Do I use the same Tfidf vocabulary in k-fold cross_validation;True;1;2017-09-02 01:57:38;https://stackoverflow.com/questions/46010617/do-i-use-the-same-tfidf-vocabulary-in-k-fold-cross-validation;python, scikit-learn, cross-validation, tf-idf;
scikit-learn/scikit-learn;75;29873224;Resampling in scikit-learn and/or pandas;True;3;2015-04-26 00:02:35;https://stackoverflow.com/questions/29873224/resampling-in-scikit-learn-and-or-pandas;python, pandas, scikit-learn;
scikit-learn/scikit-learn;75;39066567;Scikit-Learn: Std.Error, p-Value from LinearRegression;False;0;2016-08-21 13:48:43;https://stackoverflow.com/questions/39066567/scikit-learn-std-error-p-value-from-linearregression;python, machine-learning, scikit-learn, linear-regression;
scikit-learn/scikit-learn;75;62622704;AttributeError: module &#39;tensorflow&#39; has no attribute &#39;compat&#39; when loading tf.compat.v1.train.SessionRunHook;True;3;2020-06-28 09:43:11;https://stackoverflow.com/questions/62622704/attributeerror-module-tensorflow-has-no-attribute-compat-when-loading-tf-co;python, tensorflow, python-wheel;
scikit-learn/scikit-learn;75;24737304;sklearn random forest: .oob_score_ too low?;True;1;2014-07-14 10:10:14;https://stackoverflow.com/questions/24737304/sklearn-random-forest-oob-score-too-low;scikit-learn, classification, random-forest, cross-validation;
scikit-learn/scikit-learn;75;38166327;Interpreting the output of SciPy&#39;s hierarchical clustering dendrogram? (maybe found a bug...);True;1;2016-07-02 23:54:01;https://stackoverflow.com/questions/38166327/interpreting-the-output-of-scipys-hierarchical-clustering-dendrogram-maybe-fo;python, machine-learning, scipy, hierarchical-clustering, dendrogram;
scikit-learn/scikit-learn;75;20658519;Random Forest Classification - SciKit vs Weka on prediction with 100 features;True;2;2013-12-18 09:40:44;https://stackoverflow.com/questions/20658519/random-forest-classification-scikit-vs-weka-on-prediction-with-100-features;weka, scikit-learn, random-forest;
scikit-learn/scikit-learn;75;8284456;F1 smaller than both precision and recall in Scikit-learn;True;1;2011-11-27 05:41:15;https://stackoverflow.com/questions/8284456/f1-smaller-than-both-precision-and-recall-in-scikit-learn;python, machine-learning, scikits, scikit-learn;
scikit-learn/scikit-learn;75;60821793;Text Classification with Spacy : going beyond the basics to improve performance;False;0;2020-03-23 18:29:07;https://stackoverflow.com/questions/60821793/text-classification-with-spacy-going-beyond-the-basics-to-improve-performance;nlp, spacy, text-classification, word-embedding, spacy-pytorch-transformers;
scikit-learn/scikit-learn;75;55549806;t-SNE plot has almost a full overlap but classifier cross-validation score is high?;False;0;2019-04-06 10:59:34;https://stackoverflow.com/questions/55549806/t-sne-plot-has-almost-a-full-overlap-but-classifier-cross-validation-score-is-hi;python, machine-learning, scikit-learn, data-visualization, dimensionality-reduction;
scikit-learn/scikit-learn;75;48852524;Understanding scikit-learn GridSearchCV - param tuning and averaging performance metrics;True;1;2018-02-18 11:04:19;https://stackoverflow.com/questions/48852524/understanding-scikit-learn-gridsearchcv-param-tuning-and-averaging-performance;machine-learning, scikit-learn, grid-search;
scikit-learn/scikit-learn;75;45291093;scikit-learn: Convert multi-output decision tree to CoreML model;True;1;2017-07-24 19:30:52;https://stackoverflow.com/questions/45291093/scikit-learn-convert-multi-output-decision-tree-to-coreml-model;python, machine-learning, scikit-learn, coreml, coremltools;
scikit-learn/scikit-learn;75;25443503;sklearn import error. No module named winreg on ubuntu 14.04;True;1;2014-08-22 06:15:18;https://stackoverflow.com/questions/25443503/sklearn-import-error-no-module-named-winreg-on-ubuntu-14-04;python-3.x, import, scikit-learn;
scikit-learn/scikit-learn;75;64413656;When using conda-build, got &#39;conda.exceptions.UnsatisfiableError: The following specifications were found to be incompatible with each other:&#39;;False;0;2020-10-18 10:04:25;https://stackoverflow.com/questions/64413656/when-using-conda-build-got-conda-exceptions-unsatisfiableerror-the-following;python, anaconda, conda;
scikit-learn/scikit-learn;75;51395070;&#39;libpng error: Invalid IHDR data&#39; and cpp:331: error: (-215) size.width&gt;0 &amp;&amp; size.height&gt;0 in function imshow;True;1;2018-07-18 03:35:46;https://stackoverflow.com/questions/51395070/libpng-error-invalid-ihdr-data-and-cpp331-error-215-size-width0-siz;python, python-3.x, keras, raspberry-pi3, cv2;
scikit-learn/scikit-learn;75;42168989;import librosa in google cloud ml;True;1;2017-02-10 18:31:41;https://stackoverflow.com/questions/42168989/import-librosa-in-google-cloud-ml;google-cloud-ml;
scikit-learn/scikit-learn;75;36870011;orange add-ons error Orange3-Text 0.1.9;True;1;2016-04-26 12:56:04;https://stackoverflow.com/questions/36870011/orange-add-ons-error-orange3-text-0-1-9;orange;
scikit-learn/scikit-learn;75;57780983;Error when verifying tensorflow installed correctly;True;3;2019-09-04 00:08:11;https://stackoverflow.com/questions/57780983/error-when-verifying-tensorflow-installed-correctly;python-3.x, tensorflow, jupyter-notebook;
scikit-learn/scikit-learn;75;59457071;ContextualVersionConflict when importing guesslang package;False;0;2019-12-23 11:37:14;https://stackoverflow.com/questions/59457071/contextualversionconflict-when-importing-guesslang-package;python, import, python-import, conflicting-libraries;
scikit-learn/scikit-learn;75;52412165;tensorflow pip and conda clash;True;1;2018-09-19 15:31:20;https://stackoverflow.com/questions/52412165/tensorflow-pip-and-conda-clash;python-3.x, tensorflow, pip, conda;
scikit-learn/scikit-learn;75;60493751;How can I reach 100% CPU utilization when using mutliprocessing?;False;0;2020-03-02 14:21:57;https://stackoverflow.com/questions/60493751/how-can-i-reach-100-cpu-utilization-when-using-mutliprocessing;python, linux, optimization, multiprocessing, cpu-usage;
scikit-learn/scikit-learn;75;54165894;Getting blocked by - ImportError: cannot import name &#39;cross_validation&#39; from &#39;sklearn&#39;;True;1;2019-01-13 00:40:08;https://stackoverflow.com/questions/54165894/getting-blocked-by-importerror-cannot-import-name-cross-validation-from-sk;python, python-3.x;
scikit-learn/scikit-learn;75;51346040;xgboost regression predict same value;True;1;2018-07-15 04:00:04;https://stackoverflow.com/questions/51346040/xgboost-regression-predict-same-value;python, regression, xgboost;
scikit-learn/scikit-learn;75;50216691;How to input Scikit learn MLP classifier with variable length of input data.;True;1;2018-05-07 11:32:19;https://stackoverflow.com/questions/50216691/how-to-input-scikit-learn-mlp-classifier-with-variable-length-of-input-data;python, machine-learning, scikit-learn, neural-network;
scikit-learn/scikit-learn;75;44153628;Handling/displaying extremely large values in Python;True;1;2017-05-24 05:57:36;https://stackoverflow.com/questions/44153628/handling-displaying-extremely-large-values-in-python;python, machine-learning;
scikit-learn/scikit-learn;75;41619431;Can I apply Cross Validation in a Linear Regression model?;True;1;2017-01-12 14:28:33;https://stackoverflow.com/questions/41619431/can-i-apply-cross-validation-in-a-linear-regression-model;python, scikit-learn, linear-regression;
scikit-learn/scikit-learn;75;40413168;Difficulties installing Theano on 64-bit Windows 10 System, Python 3;True;2;2016-11-03 20:54:36;https://stackoverflow.com/questions/40413168/difficulties-installing-theano-on-64-bit-windows-10-system-python-3;python-3.x, gcc, anaconda, theano, mingw-w64;
scikit-learn/scikit-learn;75;38133935;Computing custom function on numpy array results in UnpicklingError: NEWOBJ class argument has NULL tp_new;True;2;2016-06-30 18:59:35;https://stackoverflow.com/questions/38133935/computing-custom-function-on-numpy-array-results-in-unpicklingerror-newobj-clas;python, numpy, apache-spark, scipy, pyspark;
scikit-learn/scikit-learn;75;36410354;Scikit grid search on specific data set instead of randomized data;False;0;2016-04-04 15:39:39;https://stackoverflow.com/questions/36410354/scikit-grid-search-on-specific-data-set-instead-of-randomized-data;python, scikit-learn, cross-validation, grid-search;
scikit-learn/scikit-learn;75;31119823;reducing FP rate scikit-learn random forest;True;1;2015-06-29 12:36:18;https://stackoverflow.com/questions/31119823/reducing-fp-rate-scikit-learn-random-forest;machine-learning, scikit-learn, random-forest;
